"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"India","Andhra Pradesh",2020-06-14,5965,82,3195,2688,"IN","IND"
"India","Arunachal Pradesh",2020-06-14,87,0,4,83,"IN","IND"
"India","Assam",2020-06-14,3718,8,1584,2126,"IN","IND"
"India","Bihar",2020-06-14,6290,39,3956,2295,"IN","IND"
"India","Chandigarh",2020-06-14,345,5,286,54,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-14,35,0,2,33,"IN","IND"
"India","Delhi",2020-06-14,38958,1271,14945,22742,"IN","IND"
"India","Chhattisgarh",2020-06-14,1512,6,631,875,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-15,41,0,33,8,"IN","IND"
"India","Andhra Pradesh",2020-06-15,6456,88,3316,3052,"IN","IND"
"India","Arunachal Pradesh",2020-06-15,91,0,7,84,"IN","IND"
"India","Assam",2020-06-15,4158,8,2166,1984,"IN","IND"
"India","Bihar",2020-06-15,6650,40,4409,2201,"IN","IND"
"India","Chandigarh",2020-06-15,354,6,296,52,"IN","IND"
"India","Chhattisgarh",2020-06-15,1756,8,890,858,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-15,36,0,5,31,"IN","IND"
"India","Delhi",2020-06-15,42829,1400,16427,25002,"IN","IND"
"India","Goa",2020-06-15,592,0,85,507,"IN","IND"
"India","Gujarat",2020-06-15,24055,1505,16664,5886,"IN","IND"
"India","Haryana",2020-06-15,7722,100,3565,4057,"IN","IND"
"India","Himachal Pradesh",2020-06-15,556,8,353,195,"IN","IND"
"India","Jammu and Kashmir",2020-06-15,5220,62,2604,2554,"IN","IND"
"India","Jharkhand",2020-06-15,1763,8,905,850,"IN","IND"
"India","Karnataka",2020-06-15,7213,89,4135,2989,"IN","IND"
"India","Kerala",2020-06-15,2543,20,1175,1348,"IN","IND"
"India","Ladakh",2020-06-15,555,1,82,472,"IN","IND"
"India","Madhya Pradesh",2020-06-15,10935,465,7903,2567,"IN","IND"
"India","Maharashtra",2020-06-15,110744,4128,56049,50567,"IN","IND"
"India","Manipur",2020-06-15,490,0,151,339,"IN","IND"
"India","Meghalaya",2020-06-15,44,1,25,18,"IN","IND"
"India","Mizoram",2020-06-15,117,0,1,116,"IN","IND"
"India","Nagaland",2020-06-15,177,0,92,85,"IN","IND"
"India","Odisha",2020-06-15,4055,11,2854,1190,"IN","IND"
"India","Puducherry",2020-06-15,202,5,95,102,"IN","IND"
"India","Punjab",2020-06-15,3267,71,2443,753,"IN","IND"
"India","Rajasthan",2020-06-15,12981,301,9785,2895,"IN","IND"
"India","Sikkim",2020-06-15,68,0,4,64,"IN","IND"
"India","Tamil Nadu",2020-06-15,46504,479,25344,20681,"IN","IND"
"India","Telangana",2020-06-15,5193,187,2766,2240,"IN","IND"
"India","Tripura",2020-06-15,1086,1,433,652,"IN","IND"
"India","Unknown",2020-06-15,7684,0,0,7684,"IN","IND"
"India","Uttar Pradesh",2020-06-15,13615,399,8268,4948,"IN","IND"
"India","Uttarakhand",2020-06-15,1845,24,1189,632,"IN","IND"
"India","West Bengal",2020-06-15,11494,485,5494,5515,"IN","IND"
"India","Uttarakhand",2020-06-16,1942,25,1216,701,"IN","IND"
"India","West Bengal",2020-06-16,11909,495,6028,5386,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-16,44,0,33,11,"IN","IND"
"India","Andhra Pradesh",2020-06-16,6841,88,3509,3244,"IN","IND"
"India","Arunachal Pradesh",2020-06-16,95,0,7,88,"IN","IND"
"India","Assam",2020-06-16,4319,8,2166,2145,"IN","IND"
"India","Bihar",2020-06-16,6778,41,4644,2093,"IN","IND"
"India","Chandigarh",2020-06-16,358,6,302,50,"IN","IND"
"India","Chhattisgarh",2020-06-16,1781,9,1036,736,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-16,45,0,9,36,"IN","IND"
"India","Delhi",2020-06-16,44688,1837,16500,26351,"IN","IND"
"India","Goa",2020-06-16,629,0,85,544,"IN","IND"
"India","Gujarat",2020-06-16,24577,1533,17082,5962,"IN","IND"
"India","Haryana",2020-06-16,8272,118,3748,4406,"IN","IND"
"India","Himachal Pradesh",2020-06-16,560,8,372,180,"IN","IND"
